package	severity	classification	document_line	kind	target	resolved	disposition	reason
go-guidelines	warning	repo-only/provenance	guides/09-anti-patterns.md:2022	code span	cc-skills-golang/skills/golang-security/references/architecture.md	go-guidelines/guides/cc-skills-golang/skills/golang-security/references/architecture.md	-	repo-only/provenance path requires explicit exception
go-guidelines	warning	repo-only/provenance	guides/09-anti-patterns.md:2051	code span	cc-skills-golang/skills/golang-security/references/architecture.md	go-guidelines/guides/cc-skills-golang/skills/golang-security/references/architecture.md	-	repo-only/provenance path requires explicit exception
go-guidelines	warning	repo-only/provenance	guides/09-anti-patterns.md:2071	code span	cc-skills-golang/skills/golang-troubleshooting/references/common-go-bugs.md	go-guidelines/guides/cc-skills-golang/skills/golang-troubleshooting/references/common-go-bugs.md	-	repo-only/provenance path requires explicit exception
go-guidelines	warning	repo-only/provenance	guides/09-anti-patterns.md:2096	code span	cc-skills-golang/skills/golang-troubleshooting/references/common-go-bugs.md	go-guidelines/guides/cc-skills-golang/skills/golang-troubleshooting/references/common-go-bugs.md	-	repo-only/provenance path requires explicit exception
go-guidelines	explicit exception	repo-only/provenance	SKILL.md:434	code span	knowledge/go/workbench/skills-accepted.md	go-guidelines/knowledge/go/workbench/skills-accepted.md	explicit-exception	workbench provenance file is source-clone material and is intentionally not bundled
cpp-guidelines	warning	repo-only/provenance	guides/14-c-style-and-modernization.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/05-resource-management.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/12-project-structure-and-tooling.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/08-concurrency.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/02-api-design.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/10-expressions-and-statements.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/07-templates-and-generics.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	bundled-reference	guides/03-functions.md:704	inline link	./param-passing-normal.png	cpp-guidelines/guides/param-passing-normal.png	warning	missing C++ parameter-passing images remain visible for later asset/package-layout maintenance
cpp-guidelines	warning	bundled-reference	guides/03-functions.md:708	inline link	./param-passing-advanced.png	cpp-guidelines/guides/param-passing-advanced.png	warning	missing C++ parameter-passing images remain visible for later asset/package-layout maintenance
	warning	parser false positive	guides/03-functions.md:1756	inline link	int		-	bare identifier-style destination
cpp-guidelines	warning	repo-only/provenance	guides/03-functions.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/06-error-handling.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/04-classes-and-value-types.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/09-performance.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/15-reference-and-glossary.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/13-standard-library.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/13-standard-library.md:194	code span	vector</*char_type*/	cpp-guidelines/guides/vector</*char_type*	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/13-standard-library.md:194	code span	array</*char_type*/	cpp-guidelines/guides/array</*char_type*	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	guides/01-core-idioms.md:5	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/guides/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	SKILL.md:46	code span	knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	cpp-guidelines/knowledge/cpp/sources/md/cpp-core-guidelines/CppCoreGuidelines.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	source-clone-reference	SKILL.md:54	code span	Makefile	cpp-guidelines/Makefile	-	target exists only in source clone
cpp-guidelines	warning	repo-only/provenance	SKILL.md:81	code span	knowledge/cpp/extraction-metadata/cpp-core-guidelines-analysis.md	cpp-guidelines/knowledge/cpp/extraction-metadata/cpp-core-guidelines-analysis.md	-	repo-only/provenance path requires explicit exception
cpp-guidelines	warning	repo-only/provenance	SKILL.md:82	code span	knowledge/cpp/tools/split_cpp_core_guidelines.py	cpp-guidelines/knowledge/cpp/tools/split_cpp_core_guidelines.py	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	repo-only/provenance	guides/11-documentation.md:44	code span	/**	javascript-deno-guidelines/**	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	repo-only/provenance	guides/11-documentation.md:44	code span	/**	javascript-deno-guidelines/**	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	repo-only/provenance	guides/11-documentation.md:749	code span	/*	javascript-deno-guidelines/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	repo-only/provenance	guides/11-documentation.md:749	code span	*/	javascript-deno-guidelines/guides/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	bundled-reference	guides/11-documentation.md:794	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/11-documentation.md:794	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:162	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:164	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:205	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:205	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/12-deno/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:237	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/12-deno/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:258	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:347	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:378	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:657	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:658	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:659	code span	12-deno/04-publishing.md	javascript-deno-guidelines/guides/12-deno/12-deno/04-publishing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-03-task-runner.md:660	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/12-deno/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-02-testing.md:761	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-02-testing.md:877	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	repo-only/provenance	guides/12-deno/12-02-testing.md:877	code span	@std/*	javascript-deno-guidelines/guides/12-deno/@std/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-01-runtime-basics.md:416	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/12-deno/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	repo-only/provenance	guides/12-deno/12-01-runtime-basics.md:710	code span	@std/*	javascript-deno-guidelines/guides/12-deno/@std/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	repo-only/provenance	guides/12-deno/12-01-runtime-basics.md:887	code span	@std/*	javascript-deno-guidelines/guides/12-deno/@std/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-01-runtime-basics.md:923	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-01-runtime-basics.md:924	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/12-deno/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-01-runtime-basics.md:925	code span	12-deno/04-publishing.md	javascript-deno-guidelines/guides/12-deno/12-deno/04-publishing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	repo-only/provenance	guides/12-deno/12-04-publishing.md:29	code span	@std/*	javascript-deno-guidelines/guides/12-deno/@std/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	repo-only/provenance	guides/12-deno/12-04-publishing.md:153	code span	@std/*	javascript-deno-guidelines/guides/12-deno/@std/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-04-publishing.md:445	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-04-publishing.md:484	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/12-deno/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-04-publishing.md:612	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	repo-only/provenance	guides/12-deno/12-04-publishing.md:612	code span	@std/*	javascript-deno-guidelines/guides/12-deno/@std/*	-	repo-only/provenance path requires explicit exception
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-04-publishing.md:613	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/12-deno/12-04-publishing.md:614	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/12-deno/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/02-api-design.md:985	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:36	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:84	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:110	code span	12-deno/04-publishing.md	javascript-deno-guidelines/guides/12-deno/04-publishing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:136	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:161	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:185	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:205	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:238	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:260	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:278	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:298	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:318	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:341	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:365	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:388	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:495	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:513	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:513	code span	13-biome/03-formatting.md	javascript-deno-guidelines/guides/13-biome/03-formatting.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:531	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:554	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:578	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:599	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:685	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:686	code span	12-deno/02-testing.md	javascript-deno-guidelines/guides/12-deno/02-testing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:687	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:688	code span	12-deno/04-publishing.md	javascript-deno-guidelines/guides/12-deno/04-publishing.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/14-no-node-boundary.md:689	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-02-lint-rules.md:637	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-02-lint-rules.md:638	code span	13-biome/03-formatting.md	javascript-deno-guidelines/guides/13-biome/13-biome/03-formatting.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:50	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/13-biome/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:50	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/13-biome/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:296	code span	13-biome/02-lint-rules.md	javascript-deno-guidelines/guides/13-biome/13-biome/02-lint-rules.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:331	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/13-biome/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:444	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/13-biome/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:444	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/13-biome/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:478	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/13-biome/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:572	code span	13-biome/03-formatting.md	javascript-deno-guidelines/guides/13-biome/13-biome/03-formatting.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:628	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/13-biome/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:629	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/13-biome/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:630	code span	13-biome/02-lint-rules.md	javascript-deno-guidelines/guides/13-biome/13-biome/02-lint-rules.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-01-setup.md:631	code span	13-biome/03-formatting.md	javascript-deno-guidelines/guides/13-biome/13-biome/03-formatting.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-03-formatting.md:50	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-03-formatting.md:51	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/13-biome/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-03-formatting.md:255	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-03-formatting.md:334	code span	13-biome/02-lint-rules.md	javascript-deno-guidelines/guides/13-biome/13-biome/02-lint-rules.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-03-formatting.md:441	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/13-biome/01-setup.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-03-formatting.md:442	code span	13-biome/02-lint-rules.md	javascript-deno-guidelines/guides/13-biome/13-biome/02-lint-rules.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/13-biome/13-03-formatting.md:443	code span	12-deno/03-task-runner.md	javascript-deno-guidelines/guides/13-biome/12-deno/03-task-runner.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
javascript-deno-guidelines	warning	bundled-reference	guides/03-error-handling.md:938	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	warning	JavaScript/Deno guide-internal shorthand remains visible for later guide path harmonisation
